Name,Type
經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容,Event
B客戶的維護紀錄被記錄,Event
待辦事項: 1. 告警盤點,Event
代辦事項：1.Centos作業系統升級(評估中),Event
"處理工程師為 A人員, C人員 进行时间",Event
系统优化建议：有10台UF超出预设传输上限，已派送套件完成调整,Event
KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常。,Event
處置動作 (Action): 2.伺服器效能：正常,Event
本次維護報告內容如下： 2.伺服器效能：正常,Event
伺服器效能正常,Event
目前已有份DC_ARP_table报表，并与现有设备清单做比对。,Event
完成 Splunk整体架构IP调整,Event
代辦事項：补产出ARP_table报表给您(排程设置每月执行）,Event
刪除上周末駐點時於SH新增的splunk microsoft套件,Event
建議更新當前版本至10.0.2/2025.11.14,Event
有137台UF已超過15分鐘未與indexer連線,Event
Finding會因為threat object重複顯示，需進行ES版本升級,Event
處理工程師為 A人員 進行時間為 2025/11/06 11:00 至 2025/11/06 12:00。,Event
由於FCB設定資料永久保存占用磁碟空間，目前已將資料收進splunk，下周確認資料內容後再討論後續處理方式,Event
現行版本近期被掃出弱點，建議進行升版,Event
處理工程師為 B人員 進行時間為 2026/01/13 13:30 至 2026/01/13 17:30。,Event
FISAC提交需使用API的IP申請單,Event
完成 Splunk套件升级,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251111,Event
處置動作 (Action): 本周工作項目如下,Event
2.伺服器效能 : 無,Event
調整 clean.sh 資料留存區間（定期清理舊資料，原為留存12小時，現改為6小時）,Event
处置动作包括VMware Tools漏洞修修补,Event
處理工程師為 C人員 進行時間為 2025/12/04 08:30 至 2025/12/04 09:00。,Event
請james 向FISAC提交需使用API的IP申請單,Event
處置動作為 工作項目： 暫時認定原因為bucket replication造成， 採取workaround，先將RF/SF調至1/1，並將所有資料往單一IDX進行拋送,Event
A人員進行維護,Event
KVstore凭证有效期检查并更新凭证,Event
因admin角色的能力需高于es_admin_user角色，所以已删除es_admin_user继承admin能力的选项，同时删除es_admin_user的可删除索引能力以区分权限高低,Event
A部門 3.SH KVstore引擎異常測試-進行中 正在個人的測試環境測試SH 的KVstore狀態中。,Event
狀態描述 (Description): Splunk 2025 MA 07月定保.DM20250088_(3/12),Event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：20GB -平均授權用量：133.26GB,Event
處置動作 (Action): 6.補充： 作業系統版本：Red Hat 9.4 EOS date:2027/5/31,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251204,Event
處理工程師為C人員進行維護,Event
Gitlab漏洞修補從18.5.4到18.5.5,Event
"處理工程師為 A人員, C人員進行時間為2025/12/19 13:30 至 2025/12/19 18:00",Event
狀態描述 (Description): Splunk駐點服務20251226 - websense 斷行確認,Event
"處理工程師為 A人員,C人員 進行時間為 2025/12/24 13:30 至 2025/12/24 20:00",Event
FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,Event
B部門 的SH KVstore引擎異常測試進行中,Event
狀態描述 (Description): Splunk駐點服務202512第五周(2025/12/30),Event
LDAP设置已完成Splunk LDAP验证设置,Event
處理工程師為 A人員 進行時間為 2025/11/19 13:30 至 2025/11/19 14:30。,Event
进行时间从 2025/11/10 09:30 至 2025/11/10 12:00 的维护,Event
代辦事項：4.Tenable API App串接,Event
DEP02移轉後服務確認 已確認服務正確，並再次執行健康檢查確認系統功能正常。,Event
正在個人的測試環境測試SH 的KVstore狀態中,Event
完成 SPLUNK月报寄送,Event
一年以上情报对比VirusTotal,Event
刪除 ocp_cdibh 資料並重新進行資料同步,Event
新增/etc/hosts，並重起服务後，正常连线至LM,Event
新增Trendmicro host資料收容,Event
處置動作 (Action): 建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.1/2025.11.14,Event
A部門Splunk角色能力異常 已於底層重新調整es_admin_user與admin角色的能力，並於網頁上驗證功能可使用,Event
FISAC資料收容-進行中 目前已請B同事 向FISAC提交需使用API的IP申請單。,Event
狀態描述 (Description): Splunk_12月維護,Event
新增DNS設定 已新增DNS 設定於forwarder上,Event
待办事项: Cybereyes API 介接 (进行中),Event
已檢查各台主機的 NTP服務已啟用,Event
處理工程師為 A人員 進行時間為 2025/11/24 10:30 至 2025/11/24 11:00。,Event
進行時間為 2025/12/15 13:30 至 2025/12/15 17:30,Event
已在172.18.44.33(DEP02)主機上新增使用者 sailag，並套用先前信件附件中的權限設定 請A同事再次申請檢測sailag使用者權限是否合規,Event
待完成工作項目： 1.FISAC API Input無資料時會跳Error,Event
狀態描述 (Description): Splunk駐點服務202510第五周(2025/10/27),Event
本日駐點工作內容如下： B部门2.FISAC资料收容-进行中 目前已请B同事向FISAC提交需使用API的IP申请单。,Event
處理工程師為 B人員 進行時間為 2025/12/23 13:30 至 2025/12/23 17:30,Event
更新GeoDB,Event
待办事项包括SSH Server漏洞修补,Event
待辦事項: 1. 告警盤點 (預計下周開始),Event
處置動作 (Action): 今日工作項目如下：,Event
處理工程師為 A人員 進行時間為 2025/11/06 10:00 至 2025/11/06 11:00,Event
Splunk月報寄送,Event
狀態描述 (Description): splunk_銀行處11月月維護,Event
C客戶 的維護紀錄被記錄,Event
待辦事項: Cybereyes API 介接 (進行中),Event
Splunk監控主機系統移轉與VM化服務(09-11)季維護DN20230083_(10/12),Event
更新全部主機之KV store憑證,Event
處理工程師為 C人員 進行時間為 2025/11/11 13:30 至 2025/11/11 17:00,Event
Splunk駐點服務202510第一周(2025/10/01) 的工作內容被描述,Event
問題：有101台UF已超過15分鐘未與indexer連線 建議：已在轉送器監視設定中更新uf清單，並於更新後讓uf重新報到。,Event
Splunk_11月維護 處置動作 包含 授權用量：建議擴充 -授權量：285GB -平均授權用量：620.21GB,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251117,Event
状态描述 (Description): Splunk每週onsite 處置動作,Event
重新安裝 Splunk，設定FIPS mode=0,Event
因現行版本未有弱點釋出，故不升級。,Event
處理動作：4.版本更新：建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.2/2025.11.14 現行版本近期被掃出弱點，建議進行升版,Event
"將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來",Event
處置動作 (Action): 本季維護報表重點如下：,Event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：100GB -平均授權用量：132GB,Event
C人員進行維護工作,Event
Indexer 索引同步状态确认为正常。,Event
狀態描述 (Description): pice_logs 缺漏處理,Event
設定 logrotate 排程監控： 每 2 小時檢查一次（/etc/cron.d/logrotate-syslog） 超過 1G自動 rotate 保留 30 個檔案 自動壓縮,Event
設定檔備份腳本異常-完成 已修改各台主機中CDIBHMGT02的IP為172.18.44.31，並再次執行備份腳本確認排程腳本正常。,Event
建议进行版本更新至10.0.2,Event
處理工程師為 C人員 進行時間為 2025/07/29 13:30 至 2025/07/29 17:00。,Event
今日工作項目： 2.確認checkpoint logclm uf log limit 今日發現checkpoint資料收容有約40min延遲 確認原因為該UF已達到預設輸出上限 (256kb/s),Event
VMware Tools漏洞修補,Event
2.伺服器效能：正常,Event
提供設備IP往段清單,Event
處置動作 (Action): 3.系統優化建議：根據說明定期檢查,Event
完成 離開前資料備份的同步,Event
工作事項： 1. 新增/etc/hosts，並重起服務後，正常连线至LM 2. 确认资料持续进行平衡，且无空间满载,Event
Splunk_11月維護 處置動作 包含 系統優化建議：無,Event
工作事項： IDX01重新加入後，因同步資料導致IDX02與IDX03滿载,Event
狀態描述 (Description): Splunk工作事項 - 0729,Event
设定完成 FIsac情报捞取,Event
工作內容如下 1. 協助新增寄信套件 2. 完成寄信測試,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251202,Event
待办事项包括告警盘点,Event
伺服器效能 : 異常 - 自12/9左右開始CPU及磁碟用量明顯上升且已持續兩周，推測為FCB設定導致，目前已將設定還原，並持續觀察,Event
代辦事項：補產出ARP_table報表給您(排程設定每月執行）,Event
协助新增寄信套件,Event
處理工程師為 A人員 進行時間為 2025/12/12 13:30 至 2025/12/12 17:30,Event
D客戶的維護紀錄被記錄,Event
"处理工程师为A人员, C人员进行时间从2025/12/31 13:30 至 2025/12/31 17:40",Event
目前KV store狀態及磁碟用量皆為正常,Event
告警语法规则调整,Event
A部門 1.DEP02連動主機檢查-完成,Event
状态描述 (ZTA) Splunk 2025 MA 12月定保.DM20250088_(8/12),Event
FISAC資料收容進行中,Event
確認所有檔案已被完整收容,Event
維護紀錄被記錄,Event
"處理工程師為 A人員,C人員 進行時間為 2025/12/17 13:30 至 2025/12/17 18:00",Event
自動化封鎖清單異動儀表板建置 (進行中),Event
本日駐點工作內容如下： A部門 1.PA報表寄信異常-未完成 已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2。 PA 每月Block Category報表在重新執行排程時會出現error，將於下周到場繼續處理,Event
處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.2025下半年度告警盤點,Event
處理工程師為B客戶進行 Splunk_10月維護,Event
自12/9左右開始CPU及磁碟用量明顯上升且已持續兩周，推測為FCB設定導致,Event
狀態描述 (Description): Splunk駐點服務202512第一周(2025/12/2),Event
Splunk使用者權限調整 新增maintainer角色，並設定能力值。,Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30 至 2025/11/05 19:00",Event
處理工程師為 C人員 進行維護紀錄,Event
工作事項 Splunk 升版完成,Event
2.Gitlab版本升及18.1.6 -> 18.5.2 為修補漏洞CVE-2025-11224已將Gitlab升級至建議版本,Event
Splunk 驻点服务在2025年12月30日进行维护,Event
Centos作業系統升級評估中,Event
處理工程師為 C人員 進行時間為 2025/12/12 09:00 至 2025/12/12 18:00,Event
狀態描述 (Description): ARP_table報表補跑,Event
處理工程師B人員在2025/12/19 13:30至2025/12/19 16:00進行維護工作,Event
已確認SPLUNK可正常登入使用、KVSTORE 狀態正常，網頁憑證期限更新至2027/12月,Event
處置動作 (Action): 1.設備狀態檢查： 觀察月報CPU、Memory使用率皆無超過90%，整體正常,Event
處置動作 (Action): 今日工作項目如下： 2.checkpoint相關告警查看 確認所有checkpoint告警使用情況。,Event
處置動作 (Action): 4.版本更新：建議先擴充授權使用量，再進行版本升級 -當前版本：8.0.6 / 2024.10.22 -最新版本：10.0.2 / 2025.11.14,Event
本日駐點工作內容如下： A部门1.帳號盤點清單確認 已完成帳號盤點並寄送報表給C同事,Event
3.2025弱點掃描報告資訊整理,Event
狀態描述為 Splunk Indexer queue full -20251215,Event
因admin角色的能力需高於es_admin_user角色，所以已刪除es_admin_user繼承admin能力的選項，同時刪除es_admin_user的可刪除索引能力以 區分權限高低,Event
A部门确认Maintainer账户权限,Event
5.問題追蹤：無,Event
狀態描述 (Description): splunk憑證跟換,Event
本日駐點工作內容如下： A部門 1.帳號盤點清單確認 已完成帳號盤點並寄送報表給Hank,Event
"處理工程師為A人員,C人員進行時間為2025/12/24 13:30 至 2025/12/24 20:00",Event
狀態描述 (Description): Splunk駐點服務202510第二周(2025/10/07),Event
狀態描述 (Description): E客戶Splunk駐點 - 20251230 處置動作 (Action): 版本更新：現行版本近期被掃出弱點,Event
伺服器效能建議：若空間使用量持續增長，將搬移frozen,Event
确认资料持续进行平衡，且无空间满载,Event
狀態描述 (Description): Splunk監控主機系統移轉與VM化服務(09-11)季維護DN20230083_(10/12),Event
查出pice_logs缺少檔案的原因,Event
伺服器效能 正常,Event
版本更新建議先擴充授權使用量，再進行版本升級,Event
處理工程師為 C人員 進行時間為 2025/12/30 09:00 至 2025/12/30 12:00,Event
"處理工程師為 A人員, C人员 进行时间 2025/12/16 14:00 至 2025/12/16 18:40。",Event
Splunk 驻点服务202510第三周 (2025/10/13) 處置动作 包括 本周工作项目如下。,Event
SH KVstore引擎異常測試進行中,Event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：285GB -平均授權用量：635.27GB,Event
例行月維護 1.將自動化程式放於公用電腦上，成功執行,Event
同時磁碟用量也達到90%，其中estreamer資料占用約109G,Event
處理工程師更新GeoDB,Event
今日工作內容如下，預計下周二(11/18)到場作業,Event
處理工程師為 C人員 進行時間為 2025/12/15 09:00 至 2025/12/15 18:00。,Event
A部門 1.PA報表寄信異常-未完成 已補跑報告並寄送郵件,Event
E客户进行了定保,Event
将自动化程序放在公用电脑上并成功执行例行月维护,Event
已更新全部主机之KV store凭证(效期至：2028/11),Event
目前分析為以下三個原因導致 estreamer 資料暴增 audit.log 持續累積（FCB147 的 keep_logs 設定導致永不刪除） /var/log/messages-20251214 單一檔案達 148GB,Event
处置动作包括更新geodb,Event
1. 更新geodb,Event
PA報表寄信異常-未完成 已補跑報告並寄送郵件,Event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：20GB -平均授權用量：55.15GB,Event
Splunk bundle存储量过大,Event
狀態描述 (Description): Splunk駐點服務202510第三周(2025/10/13),Event
狀態描述 (Description): splunk_B客戶B部門11月月維護,Event
新增告警将SASE登入成功纪录送至SOAR,Event
已完成 cybereyes api 串接，並確認新資料進到 splunk,Event
A部門 的DEP02連動主機檢查完成,Event
新增title到Identity中,Event
处置动作包括完成本月维护作业,Event
确认kvstore状态为正常,Event
狀態描述 (Description): (ZTA) Splunk 2025 MA 12月定保.DM20250088_(8/12),Event
5.KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法，使其同時比對IP及網段,Event
建议进行版本更新至10.0.1,Event
伺服器效能：正常,Event
工作項目： 1. 修改SASE VPN登入成功報表條件,Event
問題：DEP02主機排程為晚上11點執行KGIBIDX04與CDIBHMGT02的遠端設定檔備份腳本,Event
處置動作 工作內容： 該sourcetype斷行異常，故先將其調整回原始sourcetype，待下周駐點確認後進行調整,Event
"今日發現DNS Datamodel src欄位異常，已完成修復，並新增ES告警 監測""是否有設備連線至很少見的port""",Event
完成 NTP服务检查,Event
状 态描述 (Description): E客户驻点工作事項 - 20251114,Event
DEP02移轉預計下周進行,Event
关闭日志转发设置，并调整estreamer资料清理排程,Event
處理工程師為 A人員 進行時間為 2025/11/07 13:50 至 2025/11/07 17:30,Event
新增Trendmicro host数据容纳,Event
處置動作 (Action): 4.版本更新：建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.2/2025.11.14,Event
Splunk_11月維護 處置動作 包含 版本更新：暫不更新 -當前版本：9.3.6/2025.07.31 -最新版本：10.0.2/2025.11.14,Event
處理工程師為 B人員 進行時間為 2025/11/11 13:30 至 2025/11/11 17:30,Event
Splunk整體架構IP調整-完成 已設定完成所有主機的新IP,Event
處理工程師為 A人員 進行時間為 2025/12/01 10:00 至 2025/12/01 12:00,Event
正在個人的測試環境測試SH的KVstore狀態。,Event
B客戶 的維護紀錄被記錄,Event
FWD03備份異常 -> 原因為FCB設定導致備份目的路徑權限限縮，導致無法備份，已復原權限並手動執行備份,Event
Splunk套件升级完成,Event
提供原廠diag並開立CASE請求協助,Event
處置動作 (Action): 3.系統優化建議：根據說明定期檢查 問題：有101台UF已超過15分鐘未與indexer連線 建議：已在轉送器監視設定中更新uf清單，並於更新後讓uf重新報到。,Event
處理工程師調閱AI網站服務紀錄,Event
建議 更新 版本,Event
請 james 向FISAC提交需使用API的IP申請單,Event
處置動作 (Action): 本次維護報告內容如下，再麻煩您確認後回簽CSR：,Event
確認資料持續進行平衡，且無空間滿載,Event
"處理工程師為 A人员, C人员进行时间从2025/12/16 14:00 至 2025/12/16 18:40。",Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/26 13:30 至 2025/11/26 17:30",Event
代辦事項： 3.新增Splunk Add-on for Google Cloud Platform的sourcetype,Event
"調整datamodel dnsAMD 與新增告警 先前已設定基本的Risk分數計算機制，但目前告警覆蓋率較狹窄，並未能明顯看出不同種類的攻擊，並套用於MitreAttack框架 開始針對ES預設的告警進行新增，今日發現DNS Datamodel src欄位異常，已完成修復，並新增ES告警”是否有內部IP嘗試連線於dynamic domain(IP浮動)” 新增ES告警監測”是否有設備連線至很少見的port""",Event
新增index与HEC token for XSOAR,Event
版本更新：現行版本近期被掃出弱點，建議進行升版,Event
將ocp_cdibh资料删除後，重新进行资料同步,Event
A人員進行了F客戶的維護工作,Event
建立SASE VPN kick session報表建立,Event
新增indexer 至IDX cluster節點,Event
代辦事項：5.Management.搜尋異常,Event
持續進行中 資料大小平衡,Event
處理工程師為 C人員 進行時間為 2025/11/14 09:00 至 2025/11/14 15:33。,Event
Websebse log 異常截斷 Raw data內就有換行字元，導致異常截斷,Event
"處理工程師為 A人員, C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40",Event
每月Block Category報表在重新執行排程時會出現error,Event
處理工程師為 A人員 进行维护,Event
2.系統日誌分析： 觀察資料品質儀表板、健康狀況檢查，整體無異常,Event
處理動作：1.授權用量：建議擴充 - 授權量：100GB -平均授權用量：124GB,Event
本周工作项目如下：1 更新geodb 2.Heavy Forwarder磁碟用量调查发现昨日该台主机磁碟用量暴增同时发现该台主机KV store凭证过期今日已更新凭证目前KV store状态及磁碟用量皆为正常,Event
處置動作 (Action): 本月維護重點如下： 1.授權使用量 - 購買量:2GB - 平均使用量:0.35GB - 使用率為17.5%，達100%次數為1，屬正常範圍,Event
本日工作項目： 2. 過濾不同mitreattack新增告警,Event
FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%,Event
狀態描述 (Description): Splunk駐點服務202512第三周(2025/12/15),Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/21 09:30 至 2025/11/21 17:00",Event
目前請james 向FISAC提交需使用API的IP申請單。,Event
3. 新增index 與 HEC token for XSOAR,Event
3.FWD02 CPU及磁碟用量異常,Event
"處理工程師為 A人員, C人員 进行维护",Event
處理工程師為 B人員 進行時間為 2025/11/04 13:30 至 2025/11/04 17:30,Event
FWD03底層資料收容filter設定已排除大量SERVICESTART及SERVICESTOP資料目前观察每日约产生200个档案，故暂设定保留一天内的log,Event
检查各台主機KV store 憑證效期(B部门),Event
狀態描述 (Description): Splunk每週onsite 處置動作 (Action): 本日駐點工作內容如下：,Event
A人員 進行 F客戶 的維護紀錄,Event
已將原寄給Ryan之報告及告警改為Calvin，並新增Splunk登入帳號,Event
狀態描述 (Description): Splunk駐點服務202511第四周(2025/11/25),Event
處置動作 (Action): 4.版本更新：建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.2/2025.11.14 現行版本近期被掃出弱點，建議進行升版,Event
狀態描述 (Description): splunk_信用卡處11月月維護,Event
處理工程師為 B人員 進行時間為 2025/10/13 13:30 至 2025/10/13 17:30。,Event
系統優化 建議 定期檢查,Event
工作事項： IDX01重新加入後，因同步資料導致IDX02與IDX03滿載,Event
Splunk_12月维护的处置动作包括授权用量建议扩充至20GB、平均授权用量为55.15GB，服务器效能正常以及无系统优化建议和版本更新建议,Event
已设定PA每月Block Category报表新的寄送套件，将於下个月1号确认该报表寄送邮件情况。,Event
本日工作項目： 4.Indexer設定防串改 甲、設定路徑為 indexes.conf 中 [defaut] enableDataIntegrityControl=true,Event
PA報表寄送異常檢查 已確認splunk有寄出報告並記錄於cim_modactions索引中，目前以請A同事向IT部門確認exchange是否有收到splunk報告。,Event
B部門 向FISAC提交需使用API的IP申請單,Event
进行时间从 2025/10/30 13:30 至 2025/10/30 17:00 的维护,Event
資產上傳APP程式調整,Event
處理工程師為 C人員 進行維護,Event
處置動作 被 執行,Event
目前已關閉日誌轉發設定，並將estreamer 資料清理排程調整為僅留存6小時資料 (原為12小時)，減少占用磁碟空間,Event
建议扩大授权量至150 GB,Event
Splunk升版，從9.3.3升版至9.3.8，再麻煩您申請弱點復掃,Event
FISAC資料收容-進行中,Event
前一份CSR內容誤植，重新撰寫,Event
處置動作 (Action): 3.系統優化建議：有10台UF超出預設傳輸上限，已派送套件完成調整,Event
處置動作 (Action): 今日工作項目如下： 1.asa事件接收異常 問題：新增UDP接收來自172.20.137.45的asa事件，於搜尋頁面上卻查詢不到該IP事件 解決辦法：於indexer cluster上新增索引後部署至底下indexer，再次於SH上執行搜尋即可查詢事件,Event
自动化封鎖清單异动仪表板建置 (进行中),Event
處理工程師為 C人員 进行维护,Event
自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周,Event
Splunk帳號更動,Event
待辦事項包括FCB設定調整,Event
5.<HTTP对外大量传输数据报表>调整於<HTTPS大量资料传输告警>排除特定URL改由报表寄送,Event
代辦事項： IP網段設備報表確認,Event
狀態描述 (Description): E客戶 Splunk 2025 MA 10月定保.DM20250088_(6/12),Event
Splunk駐點服務202512第五周(2025/12/30),Event
B人員在2025/10/01 13:30 至 2025/10/01 17:30進行維護工作,Event
嘗試修改props.conf，調整截斷規則，離開前未解決，下次到場時處理,Event
确认Identity的优先级,Event
待辦事項: 1. SSH Server 漏洞修補 2. Gitlab漏洞修補,Event
狀態描述 (Description): 資料平衡確認與未連接license master解決,Event
待辦事項: 2. 一年以上情資比對VirusTotal,Event
今日已完成Splunk版本升級， 自9.2.3升版至9.3.8,Event
2.AI網站服務紀錄調閱 (202508-202510),Event
平均授權用量為239.38GB,Event
4.部屬新crowdstrike套件 已部屬套件於SH上,Event
目前有看到AbuseIPDB可檢測情資並直接串接splunk 於Search Head測試可使用後即可建立排程,Event
<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report> 單獨發送m365傳輸紀錄,Event
先前提到pice_logs有缺少檔案的狀況,Event
代辦事項： 2.DEP02 ([IP])移轉(下周進行),Event
指出作業系統版本為Red Hat 9.4,Event
本次維護報告內容如下： 1.授權用量：建議擴充 -授權量：150 GB -平均授權用量：661.01 GB,Event
B部門 2.SH KVstore引擎異常測試-進行中,Event
Splunk每週onsite 處置動作 (Action): A部門 1.Splunk 使用者權限調整 新增maintainer角色，並設定能力值。,Event
設定PA每月Block Category報表新的寄送套件,Event
FIsac情报获取设置完成，等待防火墙开通,Event
代办事项：补产出 ARP_table 报表给客户（排程设定每月执行）。,Event
當前版本為 9.3.3/2025.02.26，最新版本為 10.0.2/2025.11.14,Event
B人員進行維護,Event
處置動作 (Action): 本周工作項目如下: 1.更新geodb,Event
本周工作項目如下: 1.更新GeoDB 2.Gitlab漏洞修補 18.5.4 -> 18.5.5 為修補漏洞已將Gitlab升級至建議版本,Event
待完成工作項目： 1.CEF outputs套件新增debug log資料蒐集,Event
处理工程师为C人员进行时间从2025/11/24 09:00 至 2025/11/24 17:30。,Event
4. 版本評估 - 現行版本:9.4.3 (2025.06.05) - 最新版本:10.0.1 (2025.09.25) - 因現行版本未有弱點釋出，故不升級。,Event
處理工程師為 C人員 進行時間為 2025/12/26 09:00 至 2025/12/26 10:30。,Event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：150 GB -平均授權用量：661.01 GB,Event
補跑ARP_table 報表，設定排程為每月1號寄送報表至全科同仁,Event
Indexer設定防串改,Event
根據原廠建議，新增Splunk參數避免搜尋不會因為記憶體不足時就hanging,Event
處理工程師為C人員進行維護紀錄,Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/27 13:30 至 2025/11/27 16:00。",Event
E客戶駐點工作事項 - 20251223 處置動作 (Action),Event
目前分析为以下三个原因导致 estreamer 资料暴增 audit.log 持续累积（FCB147 的 keep_logs 设置导致永不删除） /var/log/messages-20251214 单一文件达 148GB,Event
處理工程師為 C人員 進行時間為 2025/03/28 09:00 至 2025/03/28 21:00,Event
工作事項： Splunk升版完成,Event
调整 clean.sh 数据留存区间（定期清理旧资料，原为留存12小时，现改为了6小时）,Event
在 2025/11/07 15:00 至 2025/11/07 17:00 時間段內，C人員為 B客戶 的維護工作,Event
進行維護紀錄,Event
A人員 和 C人員 在 2025/12/31 上班,Event
新增用户sailag，并应用先前信件附件中的权限设置，请珮雯再次申请检测sailag用户的权限是否合规,Event
處理工程師為A人員安排了時間為2025/12/26 14:00 至 2025/12/26 15:00的維護工作,Event
處理工程師為 A人員 進行時間為 2025/12/05 13:30 至 2025/12/05 15:30。,Event
處置動作 (Action): 4.版本更新：暫不更新 -當前版本：9.3.6/2025.07.31 -最新版本：10.0.2/2025.11.14 因目前版本並未有重大弱點，也未受相關BUG，故建議暫不升版,Event
2. 伺服器效能 - CPU使用率:1.24%，低於90%，屬正常 - 記憶體使用率:18.21%，低於90%，屬正常 - 硬碟使用率:43.73%，屬正常,Event
處置動作 (Action): 4.版本更新 : 建議更新 當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14,Event
3.系統參數檢查 設備參數無異常(DNS server、NTP server、LDAP setting),Event
建议扩充授权用量至150 GB,Event
處理工程師進行維護工作,Event
處理工程師為 B人員 進行時間為 2025/12/19 13:30 至 2025/12/19 16:00,Event
工作项目：修改SASE VPN登入成功报表条件,Event
建議擴充授權用量至 375 GB,Event
狀態描述 (Description): E客戶Splunk駐點 - 20251230,Event
今日工作項目如下：,Event
"處理工程師為 A人員, C人員 進行維護",Event
离开前资料备份的同步已经完成,Event
4.FWD03 底層資料收容 filter 設定 已排除大量SERVICE_START 及 SERVICE_STOP 資料 目前觀察每日約產生200個檔案，故暫設定保留一天內的log,Event
2. 伺服器效能 - CPU使用率:1.24%，低於90%，屬正常 - 記憶體使用率:18.21%，低於90%，屬正常 - 硬碟使用率:42.91%，屬正常,Event
網頁憑證期限更新至2027/12月,Event
将账号状态加入category栏位,Event
B部門 1.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,Event
代辦事項： 1.Centos作業系統升級(評估中),Event
A部門進行維護,Event
SH KVstore引擎異常測試-進行中 正在個人的測試環境測試SH 的KVstore狀態中。,Event
處理工程師為A人員進行維護紀錄,Event
處理工程師為 A人員 進行時間為 2025/11/03 10:00 至 2025/11/03 12:00。,Event
KGIBIDX04備份排程被刪除,Event
待辦事項: 1. FCB設定調整,Event
服务器性能异常，CPU及磁盘使用量上升,Event
處理工程師整理2025弱點掃描報告資訊,Event
處置動作 (Action): 6.補充： 作業系統弱點：CVE-2023-3567、CVE-2023-4133、CVE-2023-6932、CVE-2023-39198、CVE-2023-51043、CVE-2023-51779、CVE-2023- 5178,Event
狀態描述 (Description): E客戶Splunk駐點 - 20251230 處置動作 (Action): 授權用量：建議擴充 -授權量：150 GB -平均授權用量：661.01 GB,Event
狀態描述 (Description): E客戶Splunk駐點 - 20251230 處置動作 (Action): 新增Trendmicro host資料收容,Event
FISAC资料收容-进行中,Event
關閉imsdb02UF中舊的殘留input設定,Event
主機異常處理 MG02磁碟用量超過90% -> 刪除過去備份及安裝檔，已降至85%,Event
今日發現checkpoint資料收容有約40min延遲 確認原因為該UF已達到預設輸出上限 (256kb/s),Event
Splunk駐點服務202510第一周(2025/10/01)的工作內容被描述,Event
處置動作 (Action): 工作項目：到場確認異常原因，當日未確認原因。,Event
處理工程師為B人員進行維護,Event
报告及告警寄件人更新将原寄给Ryan之报告及告警改为了Calvin并新增Splunk登入账号未来包含ES结案等通知皆由Calvin做审核与结案,Event
检查各台主机KV store凭证有效期(B部门),Event
针对H1、H2、H3设备设置priority为critical，其他设为low,Event
狀態描述 (Description): 設備接收狀態檢查,Event
處置動作 (Action): 4.版本更新：暫不更新 -當前版本：9.3.6/2025.07.31 -最新版本：10.0.2/2025.11.14,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251124,Event
本周工作項目如下: 1.更新GeoDB 2.主機異常處理 MG02磁碟用量超過90% -> 刪除過去備份及安裝檔，已降至85% FWD03備份異常 -> 原因為FCB設定導致備份目的路徑權限限縮，導致無法備份，已復原權限並手動執行備份 3.Cyble ASM IP白名單更新 4.Splunk帳號更動 由於人員變更，經確認後已刪除Ryan之Splunk帳號,Event
Splunk每週onsite 處置動作,Event
已确认Splunk有寄出报告并记录于cim_modactions索引中，目前请A同事向IT部门确认exchange是否有收到Splunk报告,Event
