:START_ID,:END_ID,:TYPE
B人員 processed the request.,f0b619c9595898d6aa2f7ef102036556bea7a8021f7d8d88f585e2cfdaea6819,Source
request,f0b619c9595898d6aa2f7ef102036556bea7a8021f7d8d88f585e2cfdaea6819,Source
2025/12/15 13:30,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
2025/12/15,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
2025/12/15 17:30,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
MGO2磁碟,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
90%,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
FWD03備份,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
FCB,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Cyble ASM,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
IP白名單,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Splunk帳號,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Ryan,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Arcsight,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
The engineer B handled the job.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
The handling time for engineers was from 2025/12/15 13:30 to 2025/12/15 17:30.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
The Splunk on-site service for the third week of 2025 was handled.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
The disk usage of MG02 exceeded 90%.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
"Past backups and installation files were deleted, reducing it to 85%.",145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Backup for FWD03 was abnormal.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
"The FCB setting caused the backup destination path permission to be restricted. The permissions were restored, and the backup was manually executed.",145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
"As a result of staff changes, Ryan's Splunk account was deleted.",145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
The Splunk account changes occurred.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
The IP whitelist for Cyble ASM and Splunk accounts were updated.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Ryan's Splunk account was deleted after staff changes were confirmed.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
A maintenance record is made for customer C.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
customer C,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Engineer B handles the event from 2025/12/15 13:30 to 2025/12/15 17:30.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
engineer B,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
event,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
The Splunk on-site service for the third week of December 2025 is processed.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Splunk on-site service,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
"The work items for this week are: update GeoDB, handle host anomaly MG02 disk usage exceeded 90%, delete old backups and installation files to reduce it to 85%, resolve backup issues with FWD03 due to FCB settings restricting path permissions and manually execute backup, update Cyble ASM IP whitelist, change Splunk account due to personnel changes by deleting Ryan's Splunk account.",145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
MG02,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
old backups,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
installation files,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
FWD03,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
path permissions,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
IP whitelist,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Splunk account,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
personnel,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
Review historical cases for Arcsight and Splunk.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
The pending tasks include patching GitLab vulnerabilities.,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
pending tasks,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
GitLab vulnerabilities,145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,Source
2025/12/02 13:30,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
2025/12/02 17:30,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
Splunk駐點服務202512第一周(2025/12/2),b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
工作項目,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
更新GeoDB,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
2025下半年度告警盤點,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
AI網站服務紀錄調閱報表建置,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
<Gen AI 連線紀錄(每日): monthly report>,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
<Gen AI 連線紀錄(整月): monthly report>,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
設定於每月1日凌晨2:00執行,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
FCB設定調整,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
The processing engineer B handled the maintenance record for C client.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
The maintenance was completed from 2025/12/02 13:30 to 2025/12/02 17:30.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
The status description involved Splunk services on 2025/12/02.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
The handling of the maintenance record was completed from 2025/12/02 13:30 to 2025/12/02 17:30.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
"The tasks included updating GeoDB, reviewing 2025 second-half alerts, and building AI service logs.",b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
The tasks included setting the monthly report for Gen AI connection records every month at 2:00 AM on the first day of the month.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
There was an outstanding task to adjust FCB settings.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
This is a maintenance record for C客戶.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
The processing engineer B人員 handled the case from 2025/12/02 13:30 to 2025/12/02 17:30.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
The status description is Splunk駐點服務202512第一周(2025/12/2).,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
The action includes updating GeoDB.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
AI website service log report construction is scheduled for monthly execution at 2:00 every month on the 1st day.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
AI,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
AI website,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
There is a pending task to adjust the FCB setting.,b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,Source
Splunk駐點服務202511第四周,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
2025/11/25,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
Gitlab版本升級,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
18.1.6,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
18.5.2,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
AI網站服務紀錄調閱儀表板建置,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
<DNS_TUNNELING_單一來源查詢不同網域數量與DNS查詢次數超標>告警調整,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
告警盤點,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
FCB設定,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
The processing engineer is B personnel.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
The processing time is from 2025/11/25 13:30 to 2025/11/25 17:30.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
The status description is Splunk on-site service.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
The action includes updating GeoDB and upgrading GitLab version from 18.1.6 to 18.5.2 for patching vulnerability CVE-2025-11224.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
For patching vulnerability CVE-2025-11224,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
GitLab has been upgraded to the recommended version 18.5.2,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
The AI website service record query dashboard is built.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
It is convenient for subsequent regular queries of AI website connection records.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
The alert <DNS_TUNNELING_Single source query different domain quantity and DNS query count exceeds standard> threshold is adjusted.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
The query threshold for different domain quantities is changed from 200 to 300 statistical period from three minutes to five minutes.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
All of the work items are completed.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
The pending tasks include alarm inventory and FCB setup.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
This is a maintenance record of client C.,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
Engineer B handled the time from 2025/11/25 13:30 to 2025/11/25 17:30,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
Gitlab version upgrade from 18.1.6 to 18.5.2 to fix vulnerability CVE-2025-11224,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
Gitlab,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
"Adjust alert <DNS_TUNNELING_Single source query different domain count and DNS query frequency exceeds standard> threshold, change domain quantity from 200 to 300",e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
DNS,e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
"Pending: alert audit, FCB settings.",e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,Source
維護記錄,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
2025/11/17 13:30 至 2025/11/17 17:30,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
1.更新GeoDB,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
2.AI網站服務紀錄調閱 (202508-202510),788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
3.2025弱點掃描報告資訊整理,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
4.eStreamer 資料異常處理,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
5.KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法，使其同時比對IP及網段,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
The maintenance record is created for C客戶.,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
The processing engineer B人員 works from 2025/11/17 13:30 to 2025/11/17 17:30.,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
Splunk駐點服務202511第三周(2025/11/17) is described.,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
"eStreamer data is processed, and it was discovered that eStreamer data has only received status logs since 11/14 23:20 with KVstore state abnormal.",788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
"KPMG penetration testing IP whitelist is added, and the alarm syntax is modified so that it simultaneously compares IP and network segment.",788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
There are pending tasks of alarm inventory.,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
The tasks are 1. Update GeoDB 2. AI website service records retrieval (202508-202510) 3. 2025 vulnerability scan report information summary 4. eStreamer data anomaly processing.,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
The tasks are completed.,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
eStreamer data has only received status logs since 11/14 23:20 with KVstore state abnormal.,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
"Service is restarted, and data gradually enters Splunk.",788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
KPMG penetration testing IP whitelist is added.,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
IP and network segment are simultaneously compared due to modified alert syntax.,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
C客戶 的維護紀錄被記錄了。,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
B人員 進行時間為 2025/11/17 13:30 至 2025/11/17 17:30。,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
AI網站服務紀錄調閱 (202508-202510) 進行了。,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
eStreamer 資料異常處理進行了。,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
eStreamer,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法。,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
KPMG,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
IP,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
網段,788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,Source
Splunk駐點服務202511第二周(2025/11/11),ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
CVE-2025-41244,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
VMware Tools,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
CVE-2025-41246,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
報告及告警寄件人,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
KPMG滲透測試,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
虲理工程師處理 C客戶 的維護紀錄。,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
處理工程師為 B人員 進行時間為 2025/11/11 13:30 至 2025/11/11 17:30。,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下: 1.VMware Tools 漏洞修補 為修補漏洞CVE-2025-41244、CVE-2025-41246，以按照提供之SOP更新至12.3.5版本,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
待辦事項 1. 告警盤點 (預計下周開始),ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下:3.KPMG滲透測試IP白名單 已將IP加入白名單，但提供的清單中有很多為網段，需要修改規則才能比對，目前正在修改中,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下: 2報告及告警寄件人更新,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
A maintenance record for the client C was processed.,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
The engineer B handled the processing from 2025/11/11 at 13:30 to 2025/11/11 at 17:30,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
2025/11/11,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
"An update was described for Splunk on-site service, 2nd week of November.",ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
The task list includes VMware Tools vulnerability patching,ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
"KPMG penetration testing IP whitelist was updated. There are many subnets in the provided list that need rule modifications for matching, it is currently being modified",ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,Source
Heavy Forwarder,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
磁碟用量暴增,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
KV store憑證過期,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
Calvin,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
磁碟用量調查,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
geodb 更新,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
KV store憑證,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
A maintenance record for customer C was created.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
The Splunk on-site service for week one of 2025 was handled.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
The geodb was updated.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
The disk usage of the Heavy Forwarder was investigated.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
The report and alert sender were updated.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
There are pending tasks for alert inventory and VMware Tools vulnerability patching.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
The disk usage of the host suddenly increased yesterday (11/3).,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
The KV store certificate expired.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
Discovering that the KV store certificate had expired.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
The KV store status and disk usage are currently normal,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
A maintenance record for client C.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
Engineer B handled the process from 2025/11/04 13:30 to 2025/11/04 17:30.,eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
"Reports and alerts originally sent to Ryan have been changed to Calvin. A new Splunk login account has also been added, and future notifications including ES case closure will be handled by Calvin for review and closure.",eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,Source
13:30至17:30,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
Splunk駐點服務202510第五周,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
本月維護作業,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
geodb,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
VirusTotal,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
AbuseIPDB,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
Search Head測試,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
The processing engineer is B worker,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
The handling time is from 2025/10/27 13:30 to 2025/10/27 17:30,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
The status description is Splunk deployment service 202510 fifth week (2025/10/27),339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
AbuseIPDB can be used directly for Splunk,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
"The week's work includes: 1. Update geodb, 2. Complete this month's maintenance task.",339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
AbuseIPDB can be used directly for Splunk at Search Head,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
The schedule can be established,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
The maintenance record for C客戶 is being managed.,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
B人員 handled the maintenance as a processing engineer.,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
Splunk駐點服務 is in operation for the fifth week of October 2025.,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
"Work items for this week include updating geodb, completing monthly maintenance tasks, and comparing data with VirusTotal from over a year ago (ongoing).",339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
monthly maintenance tasks,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
data,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
AbuseIPDB is detected and directly connected to splunk at Search Head for testing.,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
Search Head,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
Pending tasks include alert inventory and VMware Tools vulnerability patching.,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
alert inventory,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
VMware Tools vulnerability patching,339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,Source
Splunk駐點服務202510第四周,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
這是一筆關於 C客戶 的維護紀錄。,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20).,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
處理工程師為 B人員 進行時間為 2025/10/20 11:00 至 2025/10/20 16:00。,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20),1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.<刪除資料庫中IOC> 頁面復原 3.<HTTP對外大量傳輸資料報表>調整 於報表新增需監控之url 4.一年以上情資比對VirusTotal (進行中).,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
已取得需比對之情資清單,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
後續會確認是否有其他類似VT之檢測工具以多方檢測,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
There is a maintenance record about C client.,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
C client,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
B staff handled the case from 2025/10/20 11:00 to 2025/10/20 16:00.,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
B staff,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
Splunk on-site service of the fourth week (2025/10/20).,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
on-site service,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
Delete IOC from database and restore page.,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
IOC,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
database,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
page,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
Adjust HTTP outbound large data transmission report and add URL to be monitored in the report.,1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,Source
